country,bank_account,location_type,cellphone_access,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size_binned
Kenya,No,Rural,No,40,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,size btw 7 and 10
Kenya,No,Urban,No,17,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,42,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,Yes,54,Female,Head of Household,Widowed,Primary education,Farming and Fishing,size 3 or below
Kenya,No,Rural,Yes,33,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,Yes,52,Female,Head of Household,Married/Living together,Primary education,Informally employed,size 3 or below
Kenya,No,Rural,Yes,57,Female,Head of Household,Widowed,No formal education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,Yes,42,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Kenya,No,Rural,Yes,24,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private,size 3 or below
Kenya,No,Rural,Yes,32,Female,Head of Household,Married/Living together,Primary education,Informally employed,size btw 4 and 6
Kenya,No,Rural,Yes,55,Female,Head of Household,Widowed,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,No,66,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Urban,Yes,49,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Kenya,No,Rural,Yes,25,Male,Child,Single/Never Married,Secondary education,Informally employed,size 3 or below
Kenya,No,Rural,Yes,34,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Urban,Yes,85,Female,Head of Household,Widowed,Primary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,Yes,31,Male,Child,Single/Never Married,Secondary education,Informally employed,size 3 or below
Kenya,No,Rural,Yes,32,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,size btw 7 and 10
Kenya,No,Rural,No,65,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,size 3 or below
Kenya,No,Urban,Yes,30,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,46,Male,Spouse,Married/Living together,Secondary education,Self employed,size 3 or below
Kenya,No,Urban,Yes,29,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,size 3 or below
Kenya,Yes,Urban,Yes,33,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,size 3 or below
Kenya,Yes,Urban,Yes,29,Female,Spouse,Married/Living together,Tertiary education,Self employed,size 3 or below
Kenya,No,Rural,Yes,28,Female,Spouse,Married/Living together,Primary education,Informally employed,size btw 7 and 10
Kenya,Yes,Urban,Yes,30,Male,Head of Household,Married/Living together,Tertiary education,Self employed,size 3 or below
Kenya,No,Rural,Yes,43,Female,Spouse,Married/Living together,No formal education,Informally employed,size btw 4 and 6
Kenya,No,Rural,Yes,21,Female,Spouse,Married/Living together,Primary education,Informally employed,size btw 4 and 6
Kenya,No,Rural,No,16,Male,Child,Single/Never Married,Primary education,Other Income,size btw 4 and 6
Kenya,No,Rural,Yes,56,Female,Head of Household,Married/Living together,No formal education,Informally employed,size btw 4 and 6
Kenya,Yes,Urban,Yes,44,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,Yes,57,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Kenya,No,Rural,Yes,38,Female,Head of Household,Married/Living together,Primary education,Informally employed,size btw 4 and 6
Kenya,No,Urban,Yes,30,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,Yes,46,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing,size btw 7 and 10
Kenya,No,Rural,Yes,29,Female,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Kenya,No,Urban,Yes,24,Male,Child,Single/Never Married,Tertiary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Urban,Yes,32,Male,Child,Single/Never Married,Primary education,Informally employed,size 3 or below
Kenya,No,Rural,Yes,57,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,size 3 or below
Kenya,No,Urban,Yes,69,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,size 3 or below
Kenya,No,Rural,No,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing,size 3 or below
Kenya,No,Urban,Yes,31,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,35,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,size btw 7 and 10
Kenya,No,Urban,Yes,52,Female,Spouse,Married/Living together,No formal education,Informally employed,size btw 4 and 6
Kenya,No,Urban,Yes,26,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing,size 3 or below
Kenya,No,Urban,Yes,35,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,size 3 or below
Kenya,Yes,Rural,Yes,42,Female,Spouse,Married/Living together,Secondary education,Formally employed Government,size btw 4 and 6
Kenya,No,Rural,Yes,68,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,No,55,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,Yes,35,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,size btw 7 and 10
Kenya,No,Urban,Yes,27,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Kenya,Yes,Rural,Yes,25,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,size 3 or below
Kenya,No,Rural,Yes,56,Female,Spouse,Single/Never Married,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,No,30,Female,Spouse,Married/Living together,Primary education,Informally employed,size btw 7 and 10
Kenya,Yes,Urban,Yes,23,Male,Other relative,Single/Never Married,Tertiary education,Informally employed,size 3 or below
Kenya,Yes,Urban,Yes,40,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private,size btw 4 and 6
Kenya,Yes,Urban,Yes,32,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,size btw 4 and 6
Kenya,Yes,Rural,Yes,45,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,size btw 4 and 6
Kenya,No,Rural,No,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent,size btw 7 and 10
Kenya,No,Rural,Yes,47,Male,Head of Household,Widowed,Primary education,Informally employed,size btw 4 and 6
Kenya,Yes,Urban,Yes,63,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Kenya,No,Urban,Yes,47,Male,Head of Household,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Kenya,Yes,Urban,Yes,24,Female,Head of Household,Married/Living together,Secondary education,Formally employed Government,size 3 or below
Kenya,Yes,Rural,Yes,45,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing,size 3 or below
Kenya,No,Rural,Yes,41,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,size btw 4 and 6
Kenya,Yes,Urban,Yes,22,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,49,Male,Head of Household,Married/Living together,Primary education,Informally employed,size btw 4 and 6
Kenya,Yes,Rural,No,42,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,size btw 7 and 10
Kenya,No,Urban,Yes,28,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Kenya,No,Rural,Yes,19,Female,Child,Single/Never Married,Primary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,57,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,size 3 or below
Kenya,No,Rural,Yes,68,Male,Head of Household,Married/Living together,Primary education,Informally employed,size 3 or below
Kenya,No,Urban,No,70,Female,Head of Household,Widowed,No formal education,Other Income,size btw 7 and 10
Kenya,No,Rural,No,63,Female,Head of Household,Widowed,No formal education,Farming and Fishing,size 3 or below
Kenya,Yes,Rural,Yes,24,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Kenya,No,Urban,No,48,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,Yes,43,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,size btw 7 and 10
Kenya,No,Rural,No,31,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,size btw 4 and 6
Kenya,Yes,Urban,Yes,48,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,size 3 or below
Kenya,No,Urban,No,58,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent,size btw 4 and 6
Kenya,No,Urban,Yes,44,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent,size btw 4 and 6
Kenya,No,Urban,Yes,25,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,size 3 or below
Kenya,No,Rural,Yes,61,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,size btw 7 and 10
Kenya,No,Rural,Yes,50,Female,Head of Household,Widowed,No formal education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,No,52,Female,Head of Household,Married/Living together,No formal education,Informally employed,size btw 4 and 6
Kenya,No,Rural,No,72,Male,Head of Household,Widowed,Primary education,Farming and Fishing,size 3 or below
Kenya,Yes,Rural,Yes,31,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,No,95,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,size 3 or below
Kenya,No,Rural,No,75,Female,Head of Household,Widowed,No formal education,Remittance Dependent,size 3 or below
Kenya,Yes,Urban,Yes,31,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,size 3 or below
Kenya,No,Urban,Yes,23,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,size 3 or below
Kenya,No,Rural,Yes,72,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent,size 3 or below
Kenya,Yes,Urban,Yes,46,Male,Head of Household,Widowed,Tertiary education,Formally employed Government,size 3 or below
Kenya,No,Rural,Yes,34,Male,Head of Household,Married/Living together,Secondary education,Informally employed,size btw 4 and 6
Kenya,No,Rural,Yes,27,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Urban,Yes,23,Female,Child,Single/Never Married,Secondary education,Self employed,size above 10
Kenya,No,Rural,Yes,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,size 3 or below
Kenya,Yes,Urban,Yes,27,Female,Head of Household,Single/Never Married,Secondary education,Self employed,size 3 or below
Kenya,No,Rural,Yes,24,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,Yes,Urban,Yes,45,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government,size btw 7 and 10
Kenya,Yes,Urban,Yes,29,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,size 3 or below
Kenya,No,Urban,Yes,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,No,67,Female,Head of Household,Widowed,No formal education,Farming and Fishing,size btw 7 and 10
Kenya,No,Rural,No,71,Male,Head of Household,Married/Living together,Secondary education,Informally employed,size 3 or below
Kenya,Yes,Urban,Yes,44,Male,Head of Household,Divorced/Seperated,Secondary education,Formally employed Government,size 3 or below
Kenya,Yes,Rural,Yes,23,Male,Child,Divorced/Seperated,Tertiary education,Farming and Fishing,size 3 or below
Kenya,No,Rural,Yes,55,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,size btw 7 and 10
Kenya,No,Rural,No,20,Female,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent,size btw 4 and 6
Kenya,No,Urban,Yes,37,Female,Head of Household,Married/Living together,Secondary education,Informally employed,size btw 7 and 10
Kenya,No,Urban,Yes,26,Female,Head of Household,Married/Living together,Primary education,Formally employed Private,size 3 or below
Kenya,No,Rural,Yes,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,No,18,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,size btw 7 and 10
Kenya,No,Rural,No,72,Female,Head of Household,Widowed,No formal education,Farming and Fishing,size 3 or below
Kenya,No,Rural,No,86,Female,Head of Household,Widowed,Primary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,No,22,Male,Child,Single/Never Married,Secondary education,Informally employed,size btw 4 and 6
Kenya,No,Rural,Yes,28,Female,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private,size 3 or below
Kenya,No,Rural,Yes,71,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,Yes,95,Male,Head of Household,Married/Living together,Primary education,Other Income,size 3 or below
Kenya,No,Rural,No,68,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,size 3 or below
Kenya,No,Urban,Yes,33,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,size above 10
Kenya,No,Rural,No,23,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,size btw 4 and 6
